cust_id,age,income_mo,city_tier,cibil,tenure_mo,credit_limit,monthly_spend,food_spend,travel_spend,shopping_spend,entertainment_spend,utilities_spend,txn_count,avg_txn_value,util_rate,payment_behavior,emi_conversion,reward_pts_mo,intl_txn_pct,missed_payments,autopay_enabled,cluster,persona
CC0017267,60,28444,Tier1,686,57,73000,20327,3968,2839,6179,2590,4752,14,1452,0.278,Full,0,693,0.137,1,1,1,Everyday User
CC0017268,26,19307,Tier2,564,67,30000,16926,2649,2942,6454,911,3971,15,1128,0.564,Full,0,685,0.012,0,1,1,Everyday User
CC0017269,46,48960,Tier1,824,29,156000,35740,7495,4235,8470,1893,10722,14,2553,0.229,Partial,0,706,0.009,0,0,1,Everyday User
CC0017270,63,51273,Tier2,474,63,141000,36674,7809,1987,11633,3349,11002,16,2292,0.26,Full,0,658,0.041,0,0,1,Everyday User
CC0017271,47,56147,Tier3,768,44,112000,52339,8215,9647,13628,2767,15702,20,2617,0.467,Partial,0,644,0.022,0,1,0,Everyday User
CC0017272,29,20039,Tier2,717,35,57000,43318,5259,9108,14562,3940,10450,22,1969,0.76,Full,0,663,0.033,0,0,0,Everyday User
CC0017273,43,39914,Tier2,588,25,77000,37328,9371,6408,9885,5105,6559,11,3393,0.485,Partial,0,670,0.197,0,1,4,Everyday User
CC0017274,46,36179,Tier2,728,18,108000,50280,15309,2549,9084,5583,15084,18,2793,0.466,Full,0,687,0.033,0,0,0,Everyday User
CC0017275,33,43671,Tier2,632,55,83000,33961,3830,6048,6609,2689,10188,13,2612,0.409,Minimum,0,701,0.035,0,1,1,Everyday User
CC0017276,30,39255,Tier2,740,57,84000,41203,7819,5382,14908,2301,10794,19,2169,0.491,Minimum,0,720,0.005,0,0,0,Everyday User
CC0017277,31,36043,Tier3,705,80,109000,85317,22445,8072,29859,5902,19039,14,6094,0.783,Partial,0,679,0.078,0,1,3,Premium Shopper
CC0017278,31,33536,Tier3,726,9,112000,66668,7886,6932,17927,6279,20000,12,5556,0.595,Partial,0,674,0.003,0,1,0,Everyday User
CC0017279,30,70552,Tier2,684,48,117000,71461,9124,16184,20103,8523,17526,18,3970,0.611,Full,1,719,0.017,0,1,0,Everyday User
CC0017280,47,21653,Tier1,803,62,65000,11821,1872,2223,2116,1500,3546,18,657,0.182,Full,0,698,0.019,0,1,1,Everyday User
CC0017281,56,32732,Tier1,638,83,86000,41265,12998,5284,6275,3472,12380,13,3174,0.48,Full,0,718,0.213,0,0,4,Everyday User
CC0017282,48,69482,Tier2,662,58,185000,121900,30419,13032,12336,17993,36570,23,5300,0.659,Partial,0,720,0.041,0,1,3,Premium Shopper
CC0017283,52,22323,Tier2,698,42,43000,13826,2361,2059,4511,1788,3108,15,922,0.322,Full,1,714,0.041,0,0,1,Everyday User
CC0017284,40,23016,Tier1,702,44,51000,14174,4526,3197,2327,1061,3063,17,834,0.278,Partial,0,715,0.012,0,0,1,Everyday User
CC0017285,64,56408,Tier2,630,73,182000,30462,6206,1851,10971,2740,8694,17,1792,0.167,Partial,0,671,0.001,0,0,1,Everyday User
CC0017286,59,15454,Tier1,570,79,30000,8517,2384,1297,3353,263,1220,14,608,0.284,Minimum,0,734,0.09,0,0,1,Everyday User
CC0017287,27,53981,Tier1,734,37,183000,45025,13819,10512,13676,1829,5188,13,3463,0.246,Partial,0,687,0.025,0,0,1,Everyday User
CC0017288,36,27071,Tier2,732,2,63000,52806,9493,7638,20197,2656,12822,14,3772,0.838,Partial,0,727,0.068,0,0,0,Everyday User
CC0017289,50,46444,Tier3,829,31,124000,39244,6898,8416,14723,3719,5488,13,3019,0.316,,0,672,0.038,0,1,1,Everyday User
CC0017290,26,17458,Tier1,797,81,40000,27927,7548,2748,4466,2054,8378,15,1862,0.698,Minimum,0,728,0.008,0,0,0,Everyday User
CC0017291,35,73943,Tier1,714,60,177000,128458,16308,17412,46420,5887,38537,16,8029,0.726,Full,1,712,0.09,0,0,3,Premium Shopper
CC0017292,23,17495,Tier2,662,11,46000,23745,3566,5623,7484,3201,3870,16,1484,0.516,Partial,0,707,0.174,0,0,4,Everyday User
CC0017293,44,56104,Tier1,788,5,195000,124192,25553,13190,17945,7441,37258,8,15524,0.637,Full,0,780,0.099,0,0,3,Premium Shopper
CC0017294,40,17939,Tier1,650,42,62000,20000,2147,1892,6477,1787,6000,23,870,0.323,Minimum,0,692,0.037,0,1,1,Everyday User
CC0017295,45,107471,Tier1,772,82,357000,238207,44367,39703,58452,7650,71462,19,12537,0.667,Minimum,0,669,0.203,0,0,2,Premium Shopper
CC0017296,41,34793,Tier3,609,53,53000,37617,8755,7240,4369,2089,11285,8,4702,0.71,Full,0,740,0.035,0,1,0,Everyday User
CC0017297,48,117068,Tier2,847,34,316000,118921,13350,20621,39238,15700,30012,17,6995,0.376,Full,0,687,0.075,0,1,3,Premium Shopper
CC0017298,45,22218,Tier1,635,81,75000,55163,14834,11121,20063,2511,6634,15,3678,0.736,Partial,0,718,0.079,1,0,0,Everyday User
CC0017299,38,27845,Tier1,640,36,62000,55006,10520,12937,18939,7271,5339,10,5501,0.887,Full,1,691,0.048,0,1,0,Everyday User
CC0017300,46,75089,Tier2,576,56,192000,159087,28206,23228,16385,13611,47726,15,10606,0.829,Minimum,0,725,0.037,0,0,3,Premium Shopper
CC0017301,52,15433,Tier2,682,19,39000,13814,3186,2069,3830,778,3951,19,727,0.354,Minimum,0,701,0.156,0,0,4,Everyday User
CC0017302,49,23871,Tier1,740,39,51000,36307,4237,5041,11045,5333,10650,16,2269,0.712,Minimum,0,727,0.008,1,1,0,Everyday User
CC0017303,49,48876,Tier1,668,50,95000,26732,3198,5239,9719,1112,7464,17,1572,0.281,Minimum,0,714,0.045,0,1,1,Everyday User
CC0017304,43,19707,Tier1,647,6,37000,18989,3553,2649,2373,2179,5697,11,1726,0.513,Full,0,704,0.013,0,1,1,Everyday User
CC0017305,26,49667,Tier1,608,59,156000,130509,22452,11789,35340,4469,39153,18,7250,0.837,Partial,0,719,0.031,0,0,3,Premium Shopper
CC0017306,63,40225,Tier2,729,24,108000,18065,2888,2996,5199,759,5420,11,1642,0.167,Full,0,710,0.086,0,1,1,Everyday User
CC0017307,29,14644,Tier2,758,57,37000,24865,3743,1841,5451,2893,7460,17,1463,0.672,Minimum,0,717,0.069,0,1,0,Everyday User
CC0017308,59,64904,Tier2,721,57,115000,99886,28705,23509,37981,3200,6492,16,6243,0.869,Minimum,1,729,0.046,0,0,3,Premium Shopper
CC0017309,49,17027,Tier2,758,61,45000,19274,5060,4451,3659,1972,4132,19,1014,0.428,Full,1,677,0.024,0,1,1,Everyday User
CC0017310,33,57686,Tier3,624,14,96000,63284,7765,15772,23663,2497,13586,25,2531,0.659,Full,0,715,0.022,0,1,0,Everyday User
CC0017311,46,39226,Tier2,665,68,61000,14386,3338,2584,2119,1169,4316,14,1028,0.236,Partial,0,704,0.012,0,0,1,Everyday User
CC0017312,59,27639,Tier3,695,14,80000,34456,4693,6811,13314,4712,4925,18,1914,0.431,Full,0,748,0.059,0,0,1,Everyday User
CC0017313,36,18709,Tier3,799,81,62000,44068,4644,8268,15201,6383,9572,21,2098,0.711,Full,0,703,0.009,0,0,0,Everyday User
CC0017314,62,44248,Tier3,799,49,94000,14371,3719,3195,3261,1623,2573,15,958,0.153,Partial,0,697,0.014,0,1,1,Everyday User
CC0017315,55,21515,Tier1,765,36,58000,19993,3685,2152,4636,2868,5998,17,1176,0.345,,0,697,0.271,0,0,4,Everyday User
CC0017316,34,74965,Tier2,763,77,152000,70066,13572,9448,20669,5195,21020,21,3336,0.461,Partial,0,705,0.0,0,1,0,Everyday User
CC0017317,29,76624,Tier1,654,82,153000,97861,11303,18235,29297,10460,28566,21,4660,0.64,Full,0,676,0.145,0,0,3,Premium Shopper
CC0017318,34,97268,Tier2,717,6,203000,65043,14314,3301,8051,5652,19513,18,3614,0.32,Partial,0,728,0.023,1,1,1,Everyday User
CC0017319,57,42982,Tier1,593,16,133000,61296,14521,4939,14532,2539,18389,14,4378,0.461,Partial,1,649,0.082,0,1,0,Everyday User
CC0017320,27,28493,Tier1,763,50,65000,31263,6239,4681,4352,2962,9379,11,2842,0.481,Full,0,705,0.202,0,1,4,Everyday User
CC0017321,59,30390,Tier3,692,40,97000,31618,4736,2236,5875,4195,9485,15,2108,0.326,Partial,0,678,0.064,1,0,1,Everyday User
CC0017322,53,29084,Tier2,852,41,94000,66442,6729,9989,25563,6891,17270,15,4429,0.707,Full,0,711,0.046,0,1,0,Everyday User
CC0017323,42,42142,Tier3,728,10,101000,50640,9240,10453,15696,3787,11465,19,2665,0.501,Full,0,679,0.011,0,1,0,Everyday User
CC0017324,28,47191,Tier2,657,61,120000,93360,28257,18421,18219,10800,17664,18,5187,0.778,Full,0,703,0.094,0,1,3,Premium Shopper
CC0017325,47,76034,Tier1,690,61,184000,57217,7986,5425,6951,6907,17165,21,2725,0.311,Full,0,712,0.054,0,1,1,Everyday User
CC0017326,36,36757,Tier1,665,19,68000,35873,11555,3672,10317,1611,8719,10,3587,0.528,Full,0,690,0.186,0,0,4,Everyday User
CC0017327,63,15647,Tier2,669,21,45000,39053,13599,3547,9551,3832,8525,11,3550,0.868,Full,0,751,0.025,0,1,0,Everyday User
CC0017328,44,28440,Tier1,708,41,93000,20417,2652,4742,2550,2018,6125,13,1571,0.22,Minimum,0,662,0.036,0,0,1,Everyday User
CC0017329,59,92366,Tier3,640,39,267000,239002,78728,52814,87019,15188,11950,12,19917,0.895,Full,0,709,0.1,0,1,2,Premium Shopper
CC0017330,62,14272,Tier1,705,28,48000,8570,1001,759,2321,492,2571,13,659,0.179,Partial,1,683,0.01,0,0,1,Everyday User
CC0017331,36,56584,Tier1,571,73,151000,51275,6902,11541,10811,6398,15382,21,2442,0.34,Partial,0,697,0.018,0,1,1,Everyday User
CC0017332,61,28729,Tier1,721,69,79000,20123,5544,3689,2050,2285,6037,16,1258,0.255,Partial,0,747,0.116,0,1,1,Everyday User
CC0017333,37,21374,Tier3,656,32,74000,45019,11776,7735,4950,6206,13506,25,1801,0.608,Partial,0,684,0.014,0,0,0,Everyday User
CC0017334,53,46045,Tier2,615,37,126000,102507,18996,23291,40700,5811,13708,16,6407,0.814,Full,0,628,0.14,0,0,3,Premium Shopper
CC0017335,58,92649,Tier3,760,61,320000,63592,20121,12264,8998,8371,13837,14,4542,0.199,Minimum,0,692,0.141,0,0,4,Everyday User
CC0017336,39,44546,Tier1,586,2,125000,77342,20357,12717,24323,9249,10696,9,8594,0.619,Partial,0,691,0.026,0,1,3,Premium Shopper
CC0017337,41,31023,Tier2,753,49,76000,60035,9815,8091,18868,8619,14643,21,2859,0.79,Full,0,743,0.057,0,0,0,Everyday User
CC0017338,23,16687,Tier2,742,20,42000,21516,6150,2420,6226,2690,4030,19,1132,0.512,Partial,0,733,0.006,1,1,1,Everyday User
CC0017339,44,34224,Tier1,647,56,81000,39789,9086,4152,6567,5723,11937,19,2094,0.491,Partial,0,772,0.02,0,1,1,Everyday User
CC0017340,51,16329,Tier2,690,61,28000,24542,5340,3866,4866,3370,7100,17,1444,0.876,Minimum,1,733,0.101,0,1,0,Everyday User
CC0017341,24,30153,Tier2,728,55,47000,35838,7776,4324,13498,5002,5239,13,2757,0.763,Partial,0,674,0.059,1,1,0,Everyday User
CC0017342,60,34967,Tier1,726,30,112000,41345,7772,2166,7124,2109,12404,24,1723,0.369,Minimum,0,715,0.097,1,1,1,Everyday User
CC0017343,22,8810,Tier1,773,70,24000,20522,7131,3080,3342,765,6157,16,1283,0.855,Full,0,722,0.232,0,0,4,Everyday User
CC0017344,62,83533,Tier1,761,67,270000,177385,57045,31842,46311,5954,36234,22,8063,0.657,Full,1,654,0.048,0,1,2,Premium Shopper
CC0017345,43,17273,Tier2,782,35,32000,26223,5033,4837,10074,3214,3065,14,1873,0.819,Full,1,657,0.072,0,1,0,Everyday User
CC0017346,50,32481,Tier2,790,1,94000,58182,9931,10629,23126,4071,10426,17,3422,0.619,Partial,0,673,0.032,0,1,0,Everyday User
CC0017347,35,50026,Tier2,717,42,166000,88339,22877,20150,18430,10243,16639,11,8031,0.532,Full,0,690,0.055,0,1,3,Premium Shopper
CC0017348,49,79629,Tier1,689,29,147000,47727,13148,6366,16983,4874,6356,15,3182,0.325,Partial,0,699,0.103,0,0,1,Everyday User
CC0017349,42,22577,Tier2,701,82,47000,17212,4584,4299,6611,598,1120,18,956,0.366,Full,0,651,0.023,0,1,1,Everyday User
CC0017350,53,8059,Tier1,686,70,19000,5484,1121,1358,1293,186,1526,20,274,0.289,,0,660,0.003,0,1,1,Everyday User
CC0017351,27,69369,Tier2,811,60,136000,87794,30138,4805,22750,10512,19589,16,5487,0.646,Full,1,752,0.02,0,1,3,Premium Shopper
CC0017352,22,17159,Tier3,656,36,54000,13693,3388,2673,4947,1702,983,19,721,0.254,Partial,0,731,0.027,0,1,1,Everyday User
CC0017353,42,45056,Tier2,789,32,123000,99534,15210,21416,15092,11282,29860,15,6636,0.809,Partial,0,726,0.031,0,0,3,Premium Shopper
CC0017354,25,46768,Tier1,676,1,82000,65434,17005,9029,24733,2575,12093,14,4674,0.798,Minimum,0,683,0.006,0,1,0,Everyday User
CC0017355,24,5160,Tier3,787,52,10000,1675,431,300,203,93,502,6,279,0.168,Minimum,0,716,0.029,0,1,1,Everyday User
CC0017356,51,13782,Tier1,760,38,44000,28137,6494,4350,8132,4021,5141,14,2010,0.639,Minimum,0,655,0.035,0,0,0,Everyday User
CC0017357,52,27543,Tier2,707,4,44000,27308,7113,2377,7454,1677,8192,13,2101,0.621,Minimum,0,690,0.013,0,1,0,Everyday User
CC0017358,55,7704,Tier1,728,75,15000,9435,1160,1193,2545,518,2830,15,629,0.629,Partial,0,716,0.091,0,1,1,Everyday User
CC0017359,40,16271,Tier2,632,83,46000,31153,7738,7348,3330,2198,9346,21,1483,0.677,Full,0,659,0.0,0,1,0,Everyday User
CC0017360,41,39094,Tier2,750,70,119000,70956,18722,5531,12523,4447,21287,18,3942,0.596,Full,0,705,0.073,0,0,0,Everyday User
CC0017361,44,34438,Tier2,776,48,114000,20357,2680,1710,5176,1042,6107,16,1272,0.179,Full,1,718,0.136,0,1,1,Everyday User
CC0017362,61,43547,Tier3,803,63,73000,49591,10419,4950,18728,4794,10700,14,3542,0.679,Full,0,694,0.066,0,1,0,Everyday User
CC0017363,46,47550,Tier2,687,24,165000,37196,3894,8329,13994,1244,9735,8,4650,0.225,Full,1,671,0.023,1,1,1,Everyday User
CC0017364,36,13239,Tier1,864,79,28000,14690,3465,3175,1817,995,4407,19,773,0.525,Minimum,0,720,0.092,0,1,1,Everyday User
CC0017365,59,16799,Tier3,687,45,29000,24481,3701,3707,3444,2267,7344,16,1530,0.844,Full,0,678,0.04,0,0,0,Everyday User
CC0017366,44,57344,Tier1,678,65,147000,30271,5491,6642,8227,2242,7670,18,1682,0.206,Partial,0,710,0.105,1,0,1,Everyday User
CC0017367,23,90635,Tier2,698,51,315000,229494,70435,44570,78509,12017,23963,15,15300,0.729,Partial,0,708,0.048,0,1,2,Premium Shopper
CC0017368,36,20324,Tier2,698,56,49000,41980,5949,9221,14274,2270,10266,18,2332,0.857,Partial,0,699,0.042,0,1,0,Everyday User
CC0017369,56,42419,Tier3,609,78,135000,115308,35171,7451,23941,11811,34592,11,10483,0.854,Partial,0,687,0.059,0,1,3,Premium Shopper
CC0017370,31,58938,Tier2,630,1,119000,47155,5497,10215,4970,4280,14146,19,2482,0.396,Partial,1,684,0.18,0,1,4,Everyday User
CC0017371,35,41879,Tier3,624,72,79000,52175,11008,4108,10203,2883,15652,16,3261,0.66,Partial,0,685,0.021,1,1,0,Everyday User
CC0017372,48,31280,Tier3,726,23,49000,31472,5778,4913,3236,1277,9442,19,1656,0.642,Partial,0,704,0.093,0,0,0,Everyday User
CC0017373,35,24726,Tier1,814,22,52000,24889,2705,6008,4344,3657,7467,19,1310,0.479,Partial,0,706,0.003,0,1,1,Everyday User
CC0017374,56,119511,Tier2,663,49,259000,125774,19211,25899,39503,10641,30521,14,8984,0.486,Full,0,694,0.068,0,1,3,Premium Shopper
CC0017375,54,38474,Tier2,701,25,78000,63037,20702,12999,6402,8651,14283,12,5253,0.808,Partial,1,700,0.013,0,1,0,Everyday User
CC0017376,22,45861,Tier1,653,68,87000,39075,6628,8578,6940,5853,11076,14,2791,0.449,Minimum,0,755,0.076,0,1,1,Everyday User
CC0017377,55,44117,Tier1,756,65,136000,121357,33481,25097,35535,18171,9072,15,8090,0.892,,0,735,0.031,0,0,3,Premium Shopper
CC0017378,40,22305,Tier3,728,53,60000,12993,4074,1579,2250,953,3898,15,866,0.217,,0,676,0.083,0,0,1,Everyday User
CC0017379,45,37440,Tier3,774,21,78000,21541,6967,5107,3866,2529,3072,21,1026,0.276,Full,0,723,0.101,0,1,1,Everyday User
CC0017380,63,29931,Tier2,639,42,92000,27472,8289,5631,8982,3061,1508,12,2289,0.299,Full,0,679,0.108,0,0,1,Everyday User
CC0017381,25,29611,Tier2,707,20,59000,19438,3832,1064,2951,2144,5831,13,1495,0.329,Minimum,0,711,0.07,1,1,1,Everyday User
CC0017382,57,43922,Tier1,693,16,85000,22072,2785,2484,6979,2132,6622,14,1577,0.26,Partial,0,658,0.092,0,1,1,Everyday User
CC0017383,34,20965,Tier1,698,64,65000,55883,7855,13168,21155,1698,12007,9,6209,0.86,Partial,0,714,0.247,1,1,4,Everyday User
CC0017384,53,17626,Tier2,779,49,61000,11246,1498,1483,2771,501,3374,15,750,0.184,Full,1,707,0.068,1,1,1,Everyday User
CC0017385,30,49101,Tier1,670,65,167000,65245,11897,12468,8412,6538,19574,14,4660,0.391,,0,668,0.325,0,0,4,Everyday User
CC0017386,60,26398,Tier2,678,83,80000,44182,13553,10749,5437,5711,8732,15,2945,0.552,Partial,0,661,0.088,0,1,0,Everyday User
CC0017387,37,29525,Tier1,654,39,102000,23628,4397,5508,3134,1446,7088,17,1390,0.232,Partial,0,663,0.033,1,1,1,Everyday User
CC0017388,24,11415,Tier2,861,55,36000,9552,2241,2113,1069,496,2866,17,562,0.265,Partial,0,712,0.019,0,1,1,Everyday User
CC0017389,41,64722,Tier1,643,22,120000,81634,18502,17865,31570,7534,6163,15,5442,0.68,Full,0,672,0.006,0,1,3,Premium Shopper
CC0017390,31,49732,Tier1,751,76,172000,125851,30325,15778,23448,17289,37755,15,8390,0.732,Partial,0,710,0.011,0,0,3,Premium Shopper
CC0017391,43,55539,Tier2,614,20,176000,99215,12521,17079,16993,5546,29764,23,4314,0.564,Partial,1,768,0.146,0,1,4,Everyday User
CC0017392,24,45816,Tier2,742,21,97000,30556,7618,5780,4445,2753,9167,18,1698,0.315,Partial,0,694,0.006,0,0,1,Everyday User
CC0017393,32,14624,Tier1,629,24,41000,10739,3664,2616,1682,1117,1661,22,488,0.262,Minimum,0,700,0.047,1,0,1,Everyday User
CC0017394,46,41664,Tier2,720,81,63000,39114,10224,8054,12490,1723,6624,17,2301,0.621,Full,0,676,0.069,0,1,0,Everyday User
CC0017395,63,25198,Tier2,731,32,71000,21327,4905,3969,3727,2106,6398,15,1422,0.3,Full,0,700,0.041,0,0,1,Everyday User
CC0017396,29,20380,Tier1,704,4,58000,16384,3133,2498,2410,1975,4915,16,1024,0.282,Full,1,692,0.163,1,0,4,Everyday User
CC0017397,30,49022,Tier2,759,6,146000,70829,7771,9812,25946,7895,19405,18,3935,0.485,Full,0,703,0.176,0,1,4,Everyday User
CC0017398,36,98234,Tier1,742,62,317000,129584,16295,17422,25666,13975,38875,18,7199,0.409,Full,0,687,0.004,0,1,3,Premium Shopper
CC0017399,53,88965,Tier1,662,49,222000,78218,15480,11555,11306,11024,23465,16,4889,0.352,Minimum,0,691,0.053,0,1,0,Everyday User
CC0017400,24,52748,Tier3,744,6,173000,119320,25825,11660,46812,13713,21311,21,5682,0.69,Partial,0,692,0.097,0,0,3,Premium Shopper
CC0017401,25,35663,Tier2,725,63,121000,106369,21604,22329,30440,14173,17823,10,10637,0.879,Minimum,0,703,0.04,0,1,3,Premium Shopper
CC0017402,51,31910,Tier2,776,29,67000,39052,7279,3648,9810,2293,11716,11,3550,0.583,,1,682,0.019,0,1,0,Everyday User
CC0017403,34,21106,Tier3,608,77,65000,45270,12088,2633,13631,3381,13537,16,2829,0.696,Partial,0,715,0.371,0,0,4,Everyday User
CC0017404,42,30889,Tier3,717,45,60000,22352,7716,1427,4658,1958,6593,9,2484,0.373,Minimum,1,726,0.013,0,1,1,Everyday User
CC0017405,62,62637,Tier1,716,17,144000,39973,10617,3392,13536,4662,7765,17,2351,0.278,Full,0,721,0.0,0,1,1,Everyday User
CC0017406,40,108433,Tier1,683,27,187000,52541,12092,12924,12909,5141,9474,11,4776,0.281,Full,0,687,0.03,0,1,1,Everyday User
CC0017407,60,22250,Tier2,784,17,60000,32529,11364,5178,4819,1440,9729,14,2324,0.542,Minimum,0,674,0.033,0,1,0,Everyday User
CC0017408,43,10971,Tier2,660,48,30000,15764,1929,2092,5418,1553,4729,20,788,0.525,Partial,1,704,0.044,0,1,1,Everyday User
CC0017409,41,26409,Tier2,759,32,50000,27089,7088,4936,5446,984,8127,20,1354,0.542,Minimum,0,671,0.231,1,1,4,Everyday User
CC0017410,58,62466,Tier2,659,22,165000,137091,31462,22686,39281,16351,27311,17,8064,0.831,Full,0,678,0.03,0,0,3,Premium Shopper
CC0017411,52,125916,Tier2,802,11,408000,302817,74033,60801,61695,33690,72598,17,17813,0.742,Full,1,733,0.1,0,1,2,Premium Shopper
CC0017412,31,79700,Tier3,738,54,177000,73503,24079,10612,14024,8688,16100,24,3063,0.415,Partial,1,680,0.018,0,1,0,Everyday User
CC0017413,39,78525,Tier3,600,20,175000,104165,18975,10755,10569,4450,31250,7,14881,0.595,,1,689,0.162,0,1,3,Premium Shopper
CC0017414,64,21813,Tier1,789,54,74000,51361,12284,7235,19132,7165,5544,24,2140,0.694,Minimum,1,719,0.019,0,1,0,Everyday User
CC0017415,60,22185,Tier2,749,27,55000,44476,7058,2513,5141,6664,13343,19,2341,0.809,Minimum,0,710,0.105,0,0,0,Everyday User
CC0017416,41,16411,Tier2,716,68,52000,28770,5845,3341,9072,2899,7613,18,1598,0.553,Full,0,669,0.02,0,0,1,Everyday User
CC0017417,39,24360,Tier2,665,62,81000,17020,5107,3611,4822,608,2871,13,1309,0.21,Full,0,731,0.039,0,1,1,Everyday User
CC0017418,32,62847,Tier3,650,7,157000,135576,32809,22273,14514,11717,40673,25,5423,0.864,Minimum,0,700,0.371,1,0,4,Everyday User
CC0017419,43,96249,Tier1,745,13,315000,130964,43150,8570,41053,13331,24859,21,6236,0.416,Partial,0,707,0.165,0,1,3,Premium Shopper
CC0017420,39,44681,Tier2,602,24,139000,112650,38121,18131,18041,14241,24117,18,6258,0.81,Full,0,694,0.167,0,1,3,Premium Shopper
CC0017421,55,31161,Tier3,662,83,65000,21286,7154,3856,5160,2260,2856,13,1637,0.327,Full,1,708,0.016,1,1,1,Everyday User
CC0017422,44,19148,Tier1,758,50,36000,27083,5672,1521,7680,3453,8125,16,1693,0.752,Full,0,705,0.058,0,1,0,Everyday User
CC0017423,22,33945,Tier3,611,58,91000,15656,3961,2616,1709,1950,4697,16,978,0.172,Full,0,707,0.074,0,1,1,Everyday User
CC0017424,31,41022,Tier3,614,72,103000,75495,16480,13143,26431,3848,15594,15,5033,0.733,Partial,0,690,0.247,1,1,4,Everyday User
CC0017425,22,15096,Tier1,746,36,47000,16085,4471,2742,3633,2254,2985,18,894,0.342,,0,720,0.0,1,0,1,Everyday User
CC0017426,59,63126,Tier1,691,47,209000,117113,37424,25701,16372,4185,33431,9,13013,0.56,Partial,0,713,0.017,0,0,3,Premium Shopper
CC0017427,60,28160,Tier1,826,30,81000,28826,6767,4356,6756,1831,8648,14,2059,0.356,Partial,1,668,0.009,0,1,1,Everyday User
CC0017428,30,60892,Tier1,688,1,212000,147146,48651,29319,39417,20287,9472,16,9197,0.694,Full,0,700,0.049,0,0,3,Premium Shopper
CC0017429,52,36078,Tier2,601,50,72000,26890,6391,5741,4009,3977,6772,15,1793,0.373,Partial,0,735,0.077,1,0,1,Everyday User
CC0017430,28,43405,Tier3,789,74,88000,68720,13046,8076,19575,5760,20616,11,6247,0.781,Partial,1,688,0.02,0,1,0,Everyday User
CC0017431,38,23833,Tier1,616,7,38000,12883,1657,1929,3600,435,3865,16,805,0.339,Full,0,724,0.218,1,1,4,Everyday User
CC0017432,56,29532,Tier1,639,14,54000,46854,12548,11207,9344,2391,11364,19,2466,0.868,Full,0,642,0.195,0,1,4,Everyday User
CC0017433,58,53382,Tier1,686,53,155000,54534,14556,13408,12185,5052,9333,18,3030,0.352,Partial,0,710,0.147,0,1,4,Everyday User
CC0017434,39,33560,Tier3,721,51,84000,33216,5606,5203,8693,3453,9965,16,2076,0.395,Full,0,717,0.132,0,1,4,Everyday User
CC0017435,54,18714,Tier2,736,36,42000,35627,7846,6623,7391,4138,9630,12,2969,0.848,Full,0,702,0.066,0,1,0,Everyday User
CC0017436,25,38830,Tier1,777,44,118000,63628,22038,8124,14752,4279,14434,18,3535,0.539,Minimum,1,732,0.207,0,0,4,Everyday User
CC0017437,44,45771,Tier3,529,27,133000,58886,12293,5587,11228,3359,17666,15,3926,0.443,Full,0,673,0.057,0,0,0,Everyday User
CC0017438,32,82763,Tier3,644,16,140000,46248,12355,4532,14366,2423,12572,23,2011,0.33,Full,0,695,0.017,0,0,1,Everyday User
CC0017439,30,72514,Tier2,784,32,212000,70978,19792,14019,24300,4240,8627,20,3549,0.335,,1,697,0.011,0,1,0,Everyday User
CC0017440,51,34934,Tier1,647,15,84000,71978,13898,16032,18971,4023,19055,19,3788,0.857,Partial,0,705,0.039,1,0,0,Everyday User
CC0017441,29,26150,Tier1,706,80,49000,16003,4835,2917,1734,731,4801,25,640,0.327,Full,0,666,0.162,0,0,4,Everyday User
CC0017442,61,31667,Tier1,804,14,88000,69163,20358,5483,9520,3755,20749,21,3293,0.786,Partial,1,699,0.018,0,0,0,Everyday User
CC0017443,26,26523,Tier1,698,44,47000,15373,2303,1460,4078,1504,4612,18,854,0.327,Full,0,728,0.058,0,0,1,Everyday User
CC0017444,33,49202,Tier1,691,3,171000,153093,22647,22272,48113,20611,39451,23,6656,0.895,Full,0,664,0.022,0,1,3,Premium Shopper
CC0017445,22,67846,Tier3,698,26,221000,109457,27610,12280,38889,6751,23928,19,5761,0.495,Full,0,693,0.001,0,1,3,Premium Shopper
CC0017446,36,76412,Tier1,800,41,151000,88122,12505,19025,18052,10622,26437,10,8812,0.584,Partial,1,652,0.056,0,1,3,Premium Shopper
CC0017447,46,28358,Tier2,597,33,76000,61610,11879,4130,9185,7438,18483,12,5134,0.811,Full,1,668,0.016,0,0,0,Everyday User
CC0017448,39,26710,Tier1,835,26,91000,55510,14675,10341,8745,5634,16116,21,2643,0.61,,0,676,0.088,1,1,0,Everyday User
CC0017449,59,28219,Tier1,694,62,92000,60917,16700,11344,20315,2282,10275,13,4686,0.662,Minimum,0,682,0.108,2,0,0,Everyday User
CC0017450,63,11393,Tier2,686,76,26000,11300,3575,660,2097,1037,3390,22,514,0.435,Partial,0,661,0.001,0,0,1,Everyday User
CC0017451,47,17647,Tier1,653,77,48000,19903,6643,3160,2335,2166,5599,20,995,0.415,Full,1,729,0.168,0,0,4,Everyday User
CC0017452,61,35570,Tier3,630,64,105000,78849,19387,10864,28345,10484,9769,15,5257,0.751,Partial,0,650,0.003,0,1,3,Premium Shopper
CC0017453,24,45595,Tier1,546,55,80000,31068,8250,6372,8048,3074,5324,13,2390,0.388,Partial,0,700,0.233,0,1,4,Everyday User
